2021-07-06 00:00:00;100;nan;nan;-95.7
2021-10-04 00:00:00;100;4.38;nan;4.38
2022-04-04 00:00:00;100;4.38;30;34.38
2022-10-04 00:00:00;70;3.06;nan;3.06
2023-04-04 00:00:00;70;3.06;30;33.06
2023-10-04 00:00:00;40;1.75;nan;1.75
2024-04-04 00:00:00;40;1.75;40;41.75
